countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,diff
PAN,Panama,LAC,N,1997,1997,income,0,1,0.553408,4.2,407.9497,0.3065178,0.1652305,0.1207484,0.2461109,0.5823173,225.2517,0.7764439,NA,2.853941,0.00272,0.01385,0.02565,0.03624,0.04844,0.06302,0.08302,0.1144,0.1718,0.4408,0.012635400000000019
PAN,Panama,LAC,N,1998,1998,income,0,1,0.553408,8.4,390.6351,0.5628804,0.3035177,0.2149337,0.4880508,0.5748084,221.764,0.7773657,NA,2.912328,0.002172,0.01421,0.0265,0.03798,0.05006,0.06455,0.08403,0.1144,0.1718,0.4342,0.015039399999999925
PAN,Panama,LAC,N,1999,1999,income,0,1,0.553408,8.3,410.4248,0.53376,0.2801722,0.1940315,0.4324192,0.5645578,235.773,0.7373735,NA,2.971197,0.0029,0.01615,0.02772,0.03868,0.05032,0.06515,0.08534,0.1156,0.1732,0.4249,0.01500619999999997
PAN,Panama,LAC,N,2000,2000,income,0,1,0.553408,4.1,436.5507,0.2690941,0.1335275,0.09144938,0.2005719,0.5684453,246.1209,0.6924049,NA,3.030347,0.004802,0.01639,0.02694,0.03757,0.0496,0.06386,0.08362,0.1138,0.1697,0.4337,0.013824200000000009
PAN,Panama,LAC,N,2001,2001,income,0,1,0.553408,4.1,383.7185,0.3139299,0.162842,0.1115783,0.2784449,0.568803,218.5305,0.6937327,NA,3.089684,0.004574,0.01461,0.02545,0.03699,0.04989,0.06559,0.08608,0.1167,0.1722,0.4279,0.012239499999999959
PAN,Panama,LAC,N,2002,2002,income,0,1,0.553408,2.4,419.3773,0.152643,0.06318563,0.03646353,0.09199058,0.5624219,234.631,0.6197471,NA,3.149265,0.007613,0.01714,0.0265,0.03703,0.04901,0.06426,0.08491,0.1142,0.1682,0.43120000000000003,0.010523900000000003
PAN,Panama,LAC,N,2003,2003,income,0,1,0.553408,4,427.3214,0.2638328,0.1209535,0.07451925,0.193357,0.5576604,241.1975,0.6165644,NA,3.209174,0.007307,0.01711,0.02734,0.03795,0.04983,0.06496,0.0849,0.1151,0.1724,0.4232,0.010766999999999971
PAN,Panama,LAC,N,2004,2004,income,0,1,0.553408,2,434.1824,0.1110208,0.04288652,0.023843,0.05926768,0.5478013,251.3617,0.5853224,NA,3.269541,0.008044,0.01793,0.02814,0.03854,0.05101,0.0663,0.08598,0.1167,0.1748,0.4125,0.009797200000000006
PAN,Panama,LAC,N,2005,2005,income,0,1,0.553408,1.6,426.8563,0.07765405,0.02859116,0.01618268,0.03518876,0.5381147,251.6895,0.5650049,NA,3.330465,0.008382,0.01899,0.02936,0.03962,0.05228,0.06718,0.08826,0.1191,0.1749,0.4019,0.010658860000000006
PAN,Panama,LAC,N,2006,2006,income,0,1,0.553408,1.1,434.0645,0.0527125,0.02017105,0.01212078,0.0248618,0.546454,253.3838,0.5924982,NA,3.391905,0.007328,0.01791,0.02879,0.03962,0.0518,0.06625,0.08723,0.1167,0.1731,0.4113,0.01078407
PAN,Panama,LAC,N,2007,2007,income,0,1,0.553408,2.5,453.6566,0.121681,0.04402796,0.02293766,0.06186179,0.5268926,280.3224,0.5290294,NA,3.453807,0.009576,0.01999,0.03075,0.04174,0.05441,0.06975,0.08957,0.1178,0.169,0.3974,0.009186100000000003
PAN,Panama,LAC,N,2008,2008,income,0,1,0.553408,6.3,546.6619,0.2802533,0.1182642,0.06805037,0.1875939,0.5269338,334.4131,0.516105,NA,3.516268,0.01028,0.02143,0.03222,0.04264,0.05459,0.06899,0.08717,0.1131,0.1625,0.4071,0.008176399999999973
PAN,Panama,LAC,N,2009,2009,income,0,1,0.553408,3.9,548.1495,0.1370491,0.04511249,0.02142083,0.06289302,0.5177117,336.7231,0.4848356,NA,3.579385,0.01246,0.02283,0.03269,0.0434,0.05481,0.06873,0.08725,0.114,0.1627,0.4012,0.007794400000000007
PAN,Panama,LAC,N,2010,2010,income,0,1,0.553408,1.9,561.2973,0.04486224,0.01262156,0.005455077,0.01589877,0.5160976,351.3669,0.4947467,NA,3.643222,0.01086,0.02198,0.03353,0.04464,0.05621,0.07007,0.08816,0.1142,0.1639,0.3965,0.0075884199999999985
PAN,Panama,LAC,N,2011,2011,income,0,1,0.553408,6,621.2906,0.209252,0.08370395,0.04574056,0.1265474,0.5134831,389.5619,0.4868192,NA,3.707782,0.0113,0.02289,0.03368,0.04464,0.05631,0.07003,0.08849,0.1147,0.1613,0.3966,0.007221900000000003
PAN,Panama,LAC,N,2012,2012,income,0,1,0.553408,11.3,628.8171,0.4387619,0.200943,0.1230389,0.3418083,0.5173996,392.4341,0.5044558,NA,3.772938,0.009882,0.022,0.03351,0.04426,0.05631,0.0704,0.08835,0.1145,0.1642,0.3967,0.006607799999999997
PAN,Panama,LAC,N,2013,2013,income,0,1,0.553408,5.9,651.3994,0.2021109,0.07850326,0.04199416,0.1169561,0.5145719,410.8261,0.4895828,NA,3.838462,0.01117,0.02231,0.03302,0.04413,0.05649,0.07069,0.08821,0.1144,0.1636,0.3961,0.006859900000000002
PAN,Panama,LAC,N,2014,2014,income,0,1,0.553408,6.4,654.3586,0.2075293,0.08727515,0.05034886,0.1377224,0.5046687,425.3636,0.4801925,NA,3.903986,0.01043,0.02313,0.03461,0.04616,0.05813,0.07256,0.09055,0.1161,0.1634,0.3849,0.005838299999999991
PAN,Panama,LAC,N,2015,2015,income,0,1,0.553408,3.6,714.8391,0.08472016,0.02682679,0.01237207,0.03572144,0.5080666,456.0904,0.4773204,NA,3.969249,0.01134,0.02305,0.03448,0.04525,0.05691,0.07146,0.0892,0.1153,0.1628,0.3902,0.006288000000000002
PAN,Panama,LAC,N,2016,2016,income,0,1,0.553408,11.8,751.2347,0.3757793,0.1640544,0.09761442,0.2690329,0.5040773,483.3495,0.4745475,NA,4.034119,0.01076,0.02272,0.03442,0.04517,0.05705,0.07216,0.09099,0.1186,0.1696,0.3785,0.0055126999999999815
PAN,Panama,LAC,N,2017,2017,income,0,1,0.553408,7.8,747.0594,0.2248059,0.09259752,0.05283338,0.141232,0.498885,495.174,0.4736686,NA,4.098587,0.01096,0.02345,0.03488,0.04655,0.05932,0.07361,0.09144,0.118,0.1647,0.3771,0.006810299999999991
PAN,Panama,LAC,N,2018,2018,income,0,1,0.553408,23.1,787.5792,0.6308186,0.3178302,0.2022194,0.5567178,0.4921247,521.0232,0.4519618,NA,4.176873,0.01167,0.02405,0.03581,0.04684,0.05953,0.07462,0.0932,0.1185,0.1647,0.3711,0.004027899999999973
PER,Peru,LAC,N,1985,1985.5,consumption,0,1,1.568639,3.2,403.6898,0.09232601,0.02597708,0.01137107,0.03611413,0.45634980000000003,274.4229,0.3629467,NA,19.996253,0.01789,0.03054,0.04094,0.05091,0.06166,0.07541,0.09274,0.1176,0.1608,0.3516,0.010378310000000002
PER,Peru,LAC,N,1994,1994,consumption,0,1,1.568639,3.6,196.2796,0.378471,0.1446304,0.074741,0.2141983,0.4402399,141.9387,0.3394948,NA,23.619356,0.0183,0.03027,0.04145,0.05268,0.06504,0.07983,0.09762,0.122,0.1607,0.3321,0.018118899999999993
PER,Peru,LAC,N,1997,1997,income,0,1,1.568639,2.5,254.2733,0.253965,0.1065347,0.06117821,0.1716273,0.5372275,153.1347,0.5478049,NA,24.827406,0.009361,0.01987,0.02984,0.04089,0.05398,0.06812,0.0876,0.1152,0.1633,0.4118,0.014963599999999994
PER,Peru,LAC,N,1998,1998,income,0,1,1.568639,2.5,277.2128,0.2429216,0.1015819,0.05867849,0.1643175,0.5613928,156.2685,0.5971208,NA,25.199748,0.008715,0.01905,0.02845,0.03895,0.05022,0.06322,0.08051,0.1079,0.1585,0.4445,0.01661209999999999
PER,Peru,LAC,N,1999,1999,income,0,1,1.568639,3.2,272.58,0.3276546,0.1440951,0.08618828,0.2442625,0.5634364,152.4882,0.6034584,NA,25.561299000000002,0.008641,0.01874,0.02857,0.03825,0.04972,0.06357,0.0815,0.107,0.1553,0.4486,0.017566899999999996
PER,Peru,LAC,N,2000,2000,income,0,1,1.568639,2.1,233.5668,0.1880253,0.07122135,0.03809636,0.1086893,0.4907498,157.0622,0.4481072,NA,25.914879,0.0117,0.02361,0.03496,0.04695,0.06002,0.07572,0.09381,0.1207,0.1648,0.3678,0.015322799999999998
PER,Peru,LAC,N,2001,2001,income,0,1,1.568639,1.9,235.7186,0.1717533,0.06311229,0.03273932,0.09396535,0.5132357,149.3429,0.487828,NA,26.261363,0.01146,0.02247,0.03275,0.04388,0.05607,0.07141,0.09044,0.1167,0.1633,0.3915,0.01563139999999999
PER,Peru,LAC,N,2002,2002,income,0,1,1.568639,1.7,272.0515,0.127582,0.04542568,0.02273091,0.06555315,0.5358677,165.3962,0.5310598,NA,26.601467,0.01072,0.02129,0.03121,0.04148,0.05359,0.06792,0.08556,0.1108,0.1566,0.4208,0.0122675
PER,Peru,LAC,N,2003,2003,income,0,1,1.568639,2.8,282.1587,0.2328221,0.08188719,0.0404443,0.1188882,0.5307698,168.3591,0.505062,NA,26.937738,0.01295,0.02314,0.0319,0.04179,0.05317,0.06681,0.08383,0.1093,0.1552,0.4219,0.01377790000000001
PER,Peru,LAC,N,2004,2004,income,0,1,1.568639,2.3,256.933,0.1843338,0.06457308,0.03176612,0.09335243,0.4987725,168.3206,0.4517376,NA,27.273194,0.01301,0.02399,0.03402,0.04563,0.05849,0.07302,0.09116,0.1173,0.164,0.3794,0.013377899999999998
PER,Peru,LAC,N,2005,2005,income,0,1,1.568639,1.5,245.9308,0.1055188,0.03326731,0.01518268,0.04726212,0.5044723,159.5072,0.4655187,NA,27.61041,0.01239,0.02323,0.03353,0.04468,0.05756,0.07287,0.0914,0.117,0.1624,0.385,0.014154979999999998
PER,Peru,LAC,N,2006,2006,income,0,1,1.568639,3.2,276.7355,0.2678708,0.1084171,0.05914834,0.1662211,0.5032682,181.2416,0.4669582,NA,27.949944,0.01189,0.02268,0.03346,0.04505,0.05826,0.07355,0.09233,0.1183,0.1629,0.3815,0.011724900000000038
PER,Peru,LAC,N,2007,2007,income,0,1,1.568639,2.4,311.0409,0.1577522,0.05679355,0.02838437,0.0830024,0.5002942,205.057,0.4636199,NA,28.292724,0.01183,0.02273,0.03378,0.04587,0.05916,0.07391,0.09218,0.1189,0.1636,0.3781,0.010716200000000009
PER,Peru,LAC,N,2008,2008,income,0,1,1.568639,1.9,322.5284,0.08964913,0.02774054,0.0125814,0.03864923,0.4747026,225.4152,0.4159074,NA,28.64198,0.01301,0.02495,0.03697,0.04902,0.06231,0.07803,0.09627,0.1217,0.1639,0.3538,0.00956224
PER,Peru,LAC,N,2009,2009,income,0,1,1.568639,5.1,336.6918,0.3213694,0.1308388,0.07194083,0.2028789,0.4701535,233.8159,0.4022115,NA,29.001507,0.014,0.02637,0.03781,0.04948,0.06227,0.0771,0.09566,0.1213,0.164,0.3521,0.008983900000000045
PER,Peru,LAC,N,2010,2010,income,0,1,1.568639,5.6,352.3023,0.3205426,0.1285951,0.06974124,0.1972674,0.4554094,252.0219,0.3746985,NA,29.373646,0.01524,0.02793,0.03992,0.05193,0.06453,0.07924,0.09661,0.1211,0.1612,0.3422,0.008949700000000005
PER,Peru,LAC,N,2011,2011,income,0,1,1.568639,4.5,364.1633,0.2251108,0.08390115,0.04331939,0.1250515,0.4466372,268.1199,0.3623773,NA,29.759989,0.01526,0.02871,0.04068,0.05306,0.06675,0.08107,0.0985,0.1214,0.1598,0.3348,0.008509299999999997
PER,Peru,LAC,N,2012,2012,income,0,1,1.568639,5.9,384.1914,0.2945251,0.1177788,0.06454502,0.1824277,0.4444802,284.2008,0.3608361,NA,30.158966,0.01491,0.02886,0.04137,0.05364,0.06695,0.0812,0.09828,0.1215,0.1607,0.3325,0.008672999999999986
PER,Peru,LAC,N,2013,2013,income,0,1,1.568639,6.6,387.817,0.3329577,0.1326544,0.07245727,0.2051258,0.4389146,287.0083,0.3490474,NA,30.565716,0.01564,0.02964,0.04193,0.05403,0.06692,0.08186,0.09892,0.1219,0.1623,0.3269,0.007406200000000029
PER,Peru,LAC,N,2014,2014,income,0,1,1.568639,6.2,390.4226,0.2961771,0.1143393,0.06074424,0.1735929,0.4315075,291.238,0.3359076,NA,30.973354,0.01636,0.03052,0.0428,0.05514,0.06798,0.08233,0.09926,0.1228,0.1613,0.3215,0.00773020000000002
PER,Peru,LAC,N,2015,2015,income,0,1,1.568639,5.8,393.6398,0.2621518,0.0995103,0.05257242,0.1503577,0.4336058,290.6245,0.3380519,NA,31.376671,0.01631,0.03094,0.04349,0.05534,0.06749,0.0809,0.09737,0.1211,0.1609,0.3261,0.008139300000000016
PER,Peru,LAC,N,2016,2016,income,0,1,1.568639,6.8,406.9069,0.3182853,0.1260936,0.06776051,0.1925717,0.4364579,299.6739,0.3429121,NA,31.773839,0.01619,0.03022,0.04216,0.05475,0.06698,0.08107,0.09851,0.122,0.1625,0.3256,0.007789299999999999
PER,Peru,LAC,N,2017,2017,income,0,1,1.568639,5.8,401.7405,0.260218,0.09691543,0.05030832,0.144846,0.4330327,297.4981,0.3368765,NA,32.165485,0.01659,0.03072,0.04281,0.05448,0.06716,0.08167,0.09934,0.1229,0.1612,0.3231,0.00810329999999998
PER,Peru,LAC,N,2018,2018,income,0,1,1.568639,21.1,417.566,0.8368999,0.4656063,0.3060019,0.8275099,0.4282366,308.6189,0.3254167,NA,31.989256,0.01751,0.03171,0.04359,0.05521,0.06742,0.08104,0.09815,0.1222,0.1625,0.3206,0.0022655000000000314
PHL,Philippines,EAP,N,1985,1985,consumption,0,0,18.87329,1.4,118.908,0.1469032,0.02806916,0.007418628,0.03279543,0.4103744,85.33588,0.2799676,NA,54.323648,0.02769,0.03666,0.04575,0.05536,0.06596,0.07833,0.09384,0.1156,0.1535,0.3273,0.028830200000000014
PHL,Philippines,EAP,N,1988,1988,consumption,0,1,18.87329,1.8,124.7533,0.2229867,0.05251123,0.01853502,0.06608663,0.4074627,88.52048,0.2733225,NA,58.845205,0.02675,0.03818,0.04628,0.05503,0.06517,0.07767,0.0946,0.1184,0.1583,0.3197,0.03425060000000002
PHL,Philippines,EAP,N,1991,1991,consumption,0,0,18.87329,1.2,133.6967,0.08560225,0.01121961,0.001993098,0.01237627,0.4382355,90.77601,0.3194335,NA,63.508459,0.02546,0.03339,0.04186,0.0512,0.06191,0.0748,0.09142,0.1153,0.1577,0.347,0.027812630000000005
PHL,Philippines,EAP,N,1994,1994,consumption,0,0,18.87329,1.2,135.5525,0.07815686,0.009734186,0.001638979,0.01067685,0.4288839,94.05431,0.3055442,NA,68.23623,0.02558,0.03388,0.04268,0.05232,0.06328,0.0764,0.09321,0.1172,0.1595,0.3359,0.026633139999999993
PHL,Philippines,EAP,N,1997,1997,consumption,0,1,18.87329,1.8,169.9666,0.1533451,0.03395256,0.01134154,0.04208142,0.4596221,110.8263,0.3551364,NA,73.064764,0.02236,0.03198,0.03992,0.04889,0.05924,0.07238,0.08972,0.1147,0.1582,0.3627,0.0248265
PHL,Philippines,EAP,N,2000,2000,consumption,0,1,18.87329,5.3,161.0138,0.6966773,0.3131162,0.1713754,0.4709818,0.4279947,109.6181,0.302409,NA,77.991569,0.02589,0.03635,0.04436,0.05267,0.06254,0.07463,0.09092,0.1146,0.1574,0.3406,0.07926820000000001
PHL,Philippines,EAP,N,2003,2003,consumption,0,1,18.87329,5.3,163.9572,0.6756611,0.2964191,0.1603596,0.4437367,0.4149466,115.1614,0.2832958,NA,83.031954,0.02577,0.03677,0.04535,0.05433,0.06458,0.0771,0.0936,0.1175,0.16,0.325,0.07086230000000004
PHL,Philippines,EAP,N,2006,2006,consumption,0,1,18.87329,5.9,166.8453,0.7131974,0.3415022,0.1968524,0.5310526,0.4285884,114.1551,0.3031988,NA,87.809419,0.02479,0.03482,0.04315,0.05183,0.06223,0.07572,0.09329,0.1192,0.1635,0.3316,0.05627059999999995
PHL,Philippines,EAP,N,2009,2009,consumption,0,1,18.87329,5.3,175.074,0.646495,0.2747925,0.14463,0.4044373,0.4176034,121.9076,0.2862235,NA,92.220879,0.02609,0.03667,0.04481,0.05352,0.06392,0.0764,0.09312,0.1176,0.1609,0.3269,0.05965300000000007
PHL,Philippines,EAP,N,2012,2012,consumption,0,1,18.87329,5,172.4351,0.6267325,0.2629613,0.1374066,0.3855439,0.4222433,119.279,0.2932261,NA,96.866642,0.02546,0.03593,0.04417,0.05291,0.06328,0.07613,0.09327,0.1181,0.1613,0.3294,0.08036870000000007
PHL,Philippines,EAP,N,2015,2015,consumption,0,1,18.87329,4.7,182.3406,0.5503881,0.2031788,0.09645543,0.2840172,0.4010611,131.075,0.2635568,NA,101.716359,0.02735,0.03848,0.04682,0.05566,0.06603,0.0787,0.09531,0.1191,0.1593,0.3133,0.09506740000000002
PNG,Papua New Guinea,EAP,N,1996,1996,consumption,0,1,2.137886,1.3,92.52296,0.4107492,0.1922491,0.1297144,0.4346374,0.5542985,51.46716,0.697596,NA,5.022437,0.004582,0.01714,0.02867,0.03843,0.04916,0.06501,0.08808,0.1226,0.1794,0.4069,0.05313279999999998
PNG,Papua New Guinea,EAP,N,2009,2009.67,consumption,0,1,2.137886,1.6,96.87746,0.3047905,0.1112492,0.0558592,0.1613832,0.4185079,73.07554,0.3073237,NA,7.108239,0.0187,0.03202,0.04411,0.05578,0.06855,0.08306,0.09986,0.1245,0.1634,0.31,0.03091250000000001
POL,Poland,ECA,N,1985,1985,income,0,0,1.936326,9.7,396.4601,0.3294125,0.07812918,0.02817031,0.0998563,0.2516496,358.2218,0.110423,NA,37.201885,0.04119,0.05719,0.06713,0.07629,0.08555,0.09548,0.1068,0.1207,0.141,0.2086,0.008454799999999985
POL,Poland,ECA,N,1986,1986,income,0,1,1.936326,25.9,405.2501,0.9449724,0.5015783,0.3038133,0.8116542,0.2798454,364.7329,0.1344159,NA,37.456119,0.03367,0.05135,0.06361,0.07428,0.08467,0.09564,0.10780000000000001,0.1234,0.1474,0.2182,0.0026023000000000573
POL,Poland,ECA,N,1987,1987,income,0,0,1.936326,10.9,404.9763,0.4103943,0.1072385,0.03977157,0.1401099,0.2552513,365.0854,0.108043,NA,37.668045,0.0411,0.05561,0.06669,0.07632,0.08551,0.09505,0.1059,0.12,0.1422,0.2116,0.008233400000000002
POL,Poland,ECA,N,1989,1989,income,0,0,1.936326,25.6,581.7598,0.8167465,0.3232338,0.1605531,0.4750925,0.2689244,519.4715,0.1234612,NA,37.961529,0.03853,0.05389,0.06424,0.07403,0.08406,0.09489,0.1073,0.1225,0.1446,0.216,0.009672300000000078
POL,Poland,ECA,N,1992,1992,income,0,1,1.936326,20.9,446.654,0.8374667,0.3656962,0.1954755,0.5460775,0.2929856,387.2055,0.144065,NA,38.363667,0.03568,0.05113,0.06121,0.07087,0.08125,0.09217,0.1051,0.1225,0.1479,0.2322,0.004990500000000009
POL,Poland,ECA,N,1993,1993,consumption,0,0,1.936326,16.4,261.3794,0.9506304,0.4895187,0.2901864,0.7768172,0.266989,233.9606,0.1167294,NA,38.461408,0.03943,0.05242,0.06355,0.07389,0.0842,0.09519,0.1079,0.1242,0.1493,0.21,0.014837800000000012
POL,Poland,ECA,N,1995,1995,income,0,1,1.936326,25,367.3401,0.9424744,0.5491524,0.3610316,0.966646,0.3464472,307.625,0.2188152,NA,38.594998,0.0249,0.04297,0.05545,0.06667,0.07774,0.09002,0.104,0.122,0.1506,0.2656,0.00253150000000002
POL,Poland,ECA,N,1996,1996,consumption,0,0,1.936326,3.5,182.8407,0.2607012,0.06159378,0.02158549,0.07699125,0.3265538,149.4312,0.1806415,NA,38.62437,0.03451,0.04777,0.05724,0.06654,0.07643,0.08756,0.1009,0.1183,0.1459,0.2648,0.018109900000000012
POL,Poland,ECA,N,1998,1998,consumption,0,1,1.936326,7.8,403.1373,0.2624067,0.06455945,0.02322452,0.08174282,0.3231874,331.5757,0.1729678,NA,38.663481,0.03385,0.04771,0.05769,0.0671,0.07695,0.08832,0.1018,0.1197,0.148,0.2588,0.00876490000000002
POL,Poland,ECA,N,1999,1999,consumption,0,1,1.936326,20.1,396.5704,0.8648976,0.4207857,0.2423948,0.6544348,0.3259037,326.0381,0.1751759,NA,38.660271,0.03326,0.04687,0.05705,0.06665,0.07665,0.08837,0.1024,0.1208,0.1498,0.2582,0.03991110000000009
POL,Poland,ECA,N,2000,2000,consumption,0,1,1.936326,8.5,396.5563,0.3383154,0.09339677,0.03691396,0.1220716,0.3296554,326.2356,0.1805308,NA,38.258629,0.03232,0.04636,0.05668,0.06643,0.07673,0.08823,0.1021,0.1207,0.1496,0.2609,0.008856099999999978
POL,Poland,ECA,N,2001,2001,consumption,0,1,1.936326,8,391.5346,0.3080332,0.08270059,0.03219234,0.1075432,0.3284903,321.9532,0.1787698,NA,38.248076,0.03203,0.04639,0.05665,0.06636,0.07676,0.08841,0.1028,0.1217,0.1513,0.2575,0.009184999999999999
POL,Poland,ECA,N,2002,2002,consumption,0,1,1.936326,7.5,394.9189,0.2777996,0.07329455,0.02800261,0.09453448,0.3405021,318.8725,0.1918976,NA,38.230364,0.0311,0.04495,0.05516,0.06495,0.07513,0.08703,0.1016,0.121,0.1518,0.2673,0.01012289999999999
POL,Poland,ECA,N,2003,2003,consumption,0,1,1.936326,8.1,436.3154,0.2784011,0.07651931,0.02978329,0.09919028,0.3491133,349.2036,0.2019253,NA,38.20457,0.02979,0.04303,0.05362,0.06388,0.0745,0.08642,0.102,0.1223,0.1545,0.2699,0.007739900000000022
POL,Poland,ECA,N,2004,2004,consumption,0,1,1.936326,13.6,455.0403,0.5812984,0.2188837,0.1078225,0.3133767,0.3542606,363.4776,0.2093707,NA,38.182222,0.02844,0.04239,0.05257,0.06282,0.07394,0.08659,0.1026,0.1237,0.1568,0.2701,0.04635979999999995
POL,Poland,ECA,N,2005,2005,consumption,0,1,1.936326,12.6,407.9126,0.6023204,0.2223424,0.1070206,0.3143262,0.3449258,328.0327,0.1976209,NA,38.165445,0.03068,0.04442,0.05419,0.06401,0.0747,0.08684,0.102,0.1214,0.1521,0.2697,0.15984159999999997
POL,Poland,ECA,N,2006,2006,consumption,0,1,1.936326,12,434.0828,0.5247667,0.1762185,0.07936923,0.2415261,0.3370912,352.2227,0.1875391,NA,38.141267,0.03161,0.04518,0.05518,0.06497,0.0757,0.0875,0.1023,0.1218,0.1522,0.2636,0.16478440000000005
POL,Poland,ECA,N,2007,2007,consumption,0,1,1.936326,13.1,461.0468,0.5416565,0.1831711,0.0827822,0.251469,0.3350894,375.5257,0.185468,NA,38.12056,0.03203,0.04563,0.05587,0.06545,0.07592,0.08754,0.1018,0.1205,0.1508,0.2645,0.2068623
POL,Poland,ECA,N,2008,2008,consumption,0,1,1.936326,15.3,494.0287,0.6030369,0.2161491,0.1017494,0.3019764,0.3371704,401.0414,0.1882986,NA,38.125759,0.03196,0.04552,0.05563,0.06543,0.07583,0.08723,0.1012,0.1197,0.1503,0.2672,0.2205855
POL,Poland,ECA,N,2009,2009,consumption,0,1,1.936326,15.3,502.9509,0.5932155,0.2088383,0.09672453,0.289632,0.3357809,407.3632,0.1862333,NA,38.151603,0.03236,0.04593,0.05588,0.06532,0.07547,0.08701,0.1011,0.1203,0.1507,0.2658,0.22850969999999998
POL,Poland,ECA,N,2010,2010,consumption,0,1,1.936326,17.1,507.29,0.6550951,0.2470669,0.1201012,0.3504044,0.3321883,413.9384,0.1819811,NA,38.042794,0.03229,0.04634,0.05613,0.06571,0.07599,0.08767,0.1019,0.1206,0.1515,0.2619,0.23022140000000002
POL,Poland,ECA,N,2011,2011,consumption,0,1,1.936326,16.6,499.9987,0.6415616,0.2369097,0.1142271,0.3348369,0.3277634,414.1721,0.1777946,NA,38.063255,0.0325,0.04636,0.0566,0.06647,0.07705,0.0889,0.1026,0.1209,0.1501,0.2585,0.23912179999999994
POL,Poland,ECA,N,2012,2012,consumption,0,1,1.936326,16.2,496.9833,0.6297427,0.2271836,0.1072111,0.3178095,0.3239128,410.8275,0.1729314,NA,38.063164,0.03313,0.04717,0.05724,0.0669,0.07715,0.08865,0.1024,0.1208,0.1503,0.2563,0.2447434
POL,Poland,ECA,N,2013,2013,consumption,0,1,1.936326,18.4,502.4777,0.700747,0.2761886,0.1386285,0.3977918,0.3254952,414.5625,0.1752878,NA,38.040196,0.03275,0.04668,0.05687,0.06678,0.07704,0.08879,0.1032,0.1214,0.1504,0.2562,0.2433807
POL,Poland,ECA,N,2014,2014,consumption,0,1,1.936326,16.6,509.4197,0.6221502,0.2246161,0.1066546,0.3151314,0.3208015,426.5808,0.1702508,NA,38.011735,0.03299,0.04688,0.05726,0.06743,0.07808,0.08978,0.1036,0.1219,0.1502,0.2518,0.2597371
POL,Poland,ECA,N,2015,2015,consumption,0,1,1.936326,19.7,519.5024,0.7220036,0.2863971,0.1442623,0.413071,0.3182353,433.8873,0.1669787,NA,37.986412,0.03347,0.04768,0.05778,0.06751,0.07791,0.08962,0.1035,0.1214,0.1505,0.2506,0.2947797
POL,Poland,ECA,N,2016,2016,consumption,0,1,1.936326,20.1,543.2663,0.7088013,0.2694926,0.1303909,0.3804781,0.3079635,456.1595,0.1558758,NA,37.970087,0.03561,0.04939,0.05932,0.06876,0.07869,0.08974,0.103,0.1208,0.1485,0.2462,0.3038881
POL,Poland,ECA,N,2017,2017,income,0,1,1.936326,22.6,828.0286,0.4606967,0.1411881,0.06293079,0.19784,0.2968605,724.4806,0.1586567,NA,37.974826,0.032,0.05105,0.06196,0.07169,0.08207,0.093,0.1052,0.1208,0.1469,0.2352,0.005925800000000037
PRT,Portugal,OHI,N,2003,2003,income,0,1,0.7038629,13.9,804.3336,0.2697313,0.08509714,0.04206106,0.1328469,0.3873545,614.5786,0.2685675,NA,10.458821,0.02262,0.03987,0.051,0.06091,0.07101,0.082,0.09695,0.1173,0.1568,0.3016,0.007447599999999999
PRT,Portugal,OHI,N,2004,2004,income,0,1,0.7038629,18.6,830.9009,0.4274428,0.1421902,0.06855908,0.2096395,0.388953,625.7637,0.2627323,NA,10.483861,0.02367,0.04052,0.05095,0.06072,0.07047,0.08054,0.0949,0.1158,0.1547,0.3078,0.007904899999999992
PRT,Portugal,OHI,N,2005,2005,income,0,1,0.7038629,17.3,829.4871,0.3797818,0.1174246,0.05499859,0.1724512,0.3847145,619.7774,0.2571362,NA,10.50333,0.02452,0.04206,0.05199,0.06098,0.06968,0.0801,0.09427,0.1157,0.1555,0.3052,0.007570399999999977
PRT,Portugal,OHI,N,2006,2006,income,0,1,0.7038629,13,844.5972,0.1968423,0.0569465,0.02523682,0.07872183,0.3805917,632.7653,0.2443584,NA,10.522288,0.02528,0.04174,0.05127,0.06017,0.06998,0.08094,0.09727,0.1196,0.1575,0.2962,0.009601499999999985
PRT,Portugal,OHI,N,2007,2007,income,0,1,0.7038629,19.5,850.8029,0.4248715,0.1358929,0.06285915,0.1937782,0.3674853,664.3765,0.2313112,NA,10.542964,0.02656,0.04201,0.053,0.06286,0.07249,0.08417,0.09815,0.1191,0.1535,0.2882,0.008222400000000019
PRT,Portugal,OHI,N,2008,2008,income,0,1,0.7038629,18.9,843.2688,0.4022335,0.1280922,0.05952098,0.1828474,0.3663251,662.535,0.2310141,NA,10.558177,0.02587,0.04289,0.05349,0.06316,0.07343,0.08429,0.09837,0.1175,0.1519,0.2891,0.007349400000000006
PRT,Portugal,OHI,N,2009,2009,income,0,1,0.7038629,18.5,862.0286,0.3598796,0.1077027,0.04861067,0.1512665,0.3490607,698.8329,0.208399,NA,10.568247,0.0273,0.04431,0.05547,0.06468,0.07525,0.08746,0.1012,0.1192,0.1509,0.2742,0.007763500000000034
